time_hour,sin_time,cos_time,is_rush_hour,flow_N,flow_S,flow_E,flow_W,pcu_N_L0,pcu_N_L1,pcu_S_L0,pcu_S_L1,pcu_E_L0,pcu_E_L1,pcu_W_L0,pcu_W_L1,tot_pcu_N,tot_pcu_S,tot_pcu_E,tot_pcu_W,max_wait_sec,active_axis,asym_ratio,optimal_policy_code,optimal_policy_name,optimal_green_sec
20.066666666666666,-0.8572,0.515,0,19.0,23.3,25.4,113.9,2.4,4.1,7.7,3.7,2.0,2.2,12.8,21.1,6.5,11.4,4.2,33.900000000000006,67.6,EW,5.79,4,W_EXCLUSIVE_GREEN,45.0
14.8,-0.6691,-0.7431,0,25.5,30.6,32.8,30.1,2.8,2.7,1.7,6.9,3.6,4.1,2.3,4.1,5.5,8.6,7.699999999999999,6.3999999999999995,12.4,EW,1.1,0,BALANCED_PHASE,27.6
18.466666666666665,-0.9925,0.1219,1,26.3,111.4,23.2,110.4,4.8,5.1,9.5,13.3,7.2,1.3,14.5,19.0,9.899999999999999,22.8,8.5,33.5,62.4,EW,4.07,4,W_EXCLUSIVE_GREEN,45.0
21.983333333333334,-0.5038,0.8638,0,24.8,33.9,29.1,27.3,0.7,3.0,9.8,4.7,3.4,1.5,2.5,5.0,3.7,14.5,4.9,7.5,17.5,NS,2.32,2,S_EXCLUSIVE_GREEN,41.9
20.666666666666668,-0.766,0.6428,0,22.3,20.5,28.3,20.5,1.9,7.0,0.9,3.2,3.7,5.4,9.5,2.1,8.9,4.1000000000000005,9.100000000000001,11.6,15.7,EW,1.26,0,BALANCED_PHASE,34.9
10.916666666666666,0.2798,-0.96,0,37.9,39.9,36.3,22.3,3.6,7.5,1.9,6.7,5.1,3.9,1.6,1.8,11.1,8.6,9.0,3.4000000000000004,16.7,NS,1.14,0,BALANCED_PHASE,36.1
10.15,0.4656,-0.885,0,30.8,24.1,20.8,28.6,1.9,2.9,0.7,3.3,1.9,1.6,2.9,7.5,4.8,4.0,3.5,10.4,20.4,NS,1.17,0,BALANCED_PHASE,22.2
15.466666666666667,-0.788,-0.6157,0,24.6,27.2,32.9,30.0,2.3,5.1,1.5,7.5,6.6,8.1,9.1,2.4,7.3999999999999995,9.0,14.7,11.5,18.3,EW,1.18,0,BALANCED_PHASE,42.1
8.616666666666667,0.7744,-0.6327,1,59.8,16.0,52.5,16.8,3.2,6.1,1.7,1.0,4.7,7.3,2.4,2.9,9.3,2.7,12.0,5.3,23.7,NS,3.32,1,N_EXCLUSIVE_GREEN,36.7
1.3666666666666667,0.3502,0.9367,0,22.4,21.2,25.8,20.3,2.0,6.2,1.9,2.9,3.9,11.9,2.4,3.2,8.2,4.8,15.8,5.6,28.3,EW,2.06,3,E_EXCLUSIVE_GREEN,44.1
9.483333333333333,0.6122,-0.7907,1,61.6,25.4,63.4,22.4,11.3,13.9,0.8,2.1,3.8,15.2,1.7,8.4,25.200000000000003,2.9000000000000004,19.0,10.1,52.2,NS,4.42,1,N_EXCLUSIVE_GREEN,45.0
14.033333333333333,-0.5075,-0.8616,0,25.2,17.2,149.0,32.5,1.4,2.9,0.2,2.5,9.7,22.7,3.5,3.1,4.3,2.7,32.4,6.6,36.0,EW,4.57,3,E_EXCLUSIVE_GREEN,45.0
2.6833333333333336,0.6461,0.7632,0,20.8,29.8,21.0,20.6,3.0,2.2,2.8,6.2,1.6,2.3,1.6,2.7,5.2,9.0,3.9,4.300000000000001,16.4,NS,1.52,2,S_EXCLUSIVE_GREEN,30.0
2.65,0.6394,0.7688,0,20.2,20.3,34.5,33.9,2.7,6.6,3.3,5.5,4.3,5.5,4.1,6.8,9.3,8.8,9.8,10.899999999999999,11.4,EW,1.04,0,BALANCED_PHASE,34.1
12.483333333333333,-0.1262,-0.992,0,33.3,33.7,31.9,30.7,9.4,3.1,2.9,1.1,7.7,11.8,1.4,11.4,12.5,4.0,19.5,12.8,32.6,EW,1.33,0,BALANCED_PHASE,45.0
23.95,-0.0131,0.9999,0,17.3,73.7,17.8,24.1,0.8,2.6,11.0,9.4,1.4,2.9,4.0,3.9,3.4000000000000004,20.4,4.3,7.9,41.5,NS,4.77,2,S_EXCLUSIVE_GREEN,45.0
10.633333333333333,0.3502,-0.9367,0,33.9,25.9,20.5,24.6,4.6,8.7,1.3,2.8,2.2,2.8,1.5,1.7,13.299999999999999,4.1,5.0,3.2,27.8,NS,2.05,1,N_EXCLUSIVE_GREEN,40.5
4.05,0.8725,0.4886,0,20.0,34.4,37.9,30.1,0.3,2.5,5.3,8.4,2.7,4.3,9.0,1.7,2.8,13.7,7.0,10.7,22.6,EW,1.35,0,BALANCED_PHASE,35.5
10.75,0.3214,-0.9469,0,17.5,106.2,20.6,32.0,1.6,1.3,12.4,11.9,0.6,4.2,1.8,4.3,2.9000000000000004,24.3,4.8,6.1,51.8,NS,6.6,2,S_EXCLUSIVE_GREEN,45.0
1.25,0.3214,0.9469,0,24.8,23.3,22.7,31.7,0.7,2.3,2.4,1.5,1.6,2.1,3.7,2.2,3.0,3.9,3.7,5.9,9.0,EW,1.4,0,BALANCED_PHASE,23.4
14.55,-0.6191,-0.7853,0,28.8,21.7,32.8,23.1,1.9,9.2,1.9,3.0,2.4,8.4,2.5,1.6,11.1,4.9,10.8,4.1,17.9,EW,1.88,3,E_EXCLUSIVE_GREEN,34.3
5.383333333333334,0.987,0.1607,0,21.9,18.7,74.7,17.9,1.2,2.8,2.0,1.9,6.5,5.8,1.0,1.1,4.0,3.9,12.3,2.1,23.9,EW,4.41,3,E_EXCLUSIVE_GREEN,45.0
12.433333333333334,-0.1132,-0.9936,0,21.1,27.8,32.4,28.3,0.2,2.5,1.7,5.5,3.6,4.1,2.3,7.0,2.7,7.2,7.699999999999999,9.3,11.2,EW,1.14,0,BALANCED_PHASE,30.6
21.633333333333333,-0.5807,0.8141,0,21.5,22.9,61.0,23.5,4.6,1.5,1.1,2.8,6.1,14.8,0.7,3.1,6.1,3.9,20.9,3.8,25.2,EW,3.68,3,E_EXCLUSIVE_GREEN,45.0
2.35,0.5771,0.8166,0,21.3,19.9,25.7,72.1,2.2,6.0,1.4,0.9,3.7,3.3,11.2,8.0,8.2,2.3,7.0,19.2,19.2,EW,2.66,4,W_EXCLUSIVE_GREEN,45.0
9.266666666666667,0.6561,-0.7547,1,91.0,12.2,88.8,14.2,10.0,15.0,1.0,0.6,12.1,26.5,0.0,2.1,25.0,1.6,38.6,2.1,68.1,EW,10.37,3,E_EXCLUSIVE_GREEN,45.0
23.9,-0.0262,0.9997,0,26.7,36.3,33.4,27.0,2.8,6.8,1.1,13.9,0.7,5.0,1.6,2.2,9.6,15.0,5.7,3.8000000000000003,22.5,NS,1.44,2,S_EXCLUSIVE_GREEN,43.8
19.916666666666668,-0.8767,0.481,0,60.3,18.4,25.8,24.3,9.9,8.1,2.8,8.0,1.9,1.5,3.5,2.8,18.0,10.8,3.4,6.3,33.7,NS,2.01,1,N_EXCLUSIVE_GREEN,45.0
18.7,-0.9833,0.1822,1,26.1,54.6,12.0,81.3,1.4,1.5,9.0,4.4,2.3,1.0,10.9,25.8,2.9,13.4,3.3,36.7,79.4,EW,8.54,4,W_EXCLUSIVE_GREEN,45.0
4.966666666666667,0.9636,0.2672,0,20.8,19.4,30.9,113.5,0.4,0.8,0.1,3.8,1.2,2.4,9.5,19.6,1.2000000000000002,3.9,3.5999999999999996,29.1,30.7,EW,5.04,4,W_EXCLUSIVE_GREEN,45.0
4.633333333333333,0.9367,0.3502,0,39.7,20.1,24.1,29.3,1.6,4.0,0.4,3.8,1.6,3.4,4.8,5.3,5.6,4.2,5.0,10.1,12.8,NS,1.55,1,N_EXCLUSIVE_GREEN,24.6
2.3166666666666664,0.57,0.8216,0,21.8,23.7,21.4,22.3,2.9,1.9,4.0,3.2,2.5,2.9,2.5,0.6,4.8,7.2,5.4,3.1,15.1,NS,1.24,0,BALANCED_PHASE,25.2
20.833333333333332,-0.7373,0.6756,0,19.5,103.1,18.1,24.4,0.5,2.0,12.9,23.4,1.2,5.9,1.2,7.1,2.5,36.3,7.1000000000000005,8.299999999999999,55.6,NS,8.26,2,S_EXCLUSIVE_GREEN,45.0
21.733333333333334,-0.5592,0.829,0,34.6,25.1,32.0,30.0,3.6,3.7,7.3,4.0,2.8,2.6,4.7,3.4,7.300000000000001,11.3,5.4,8.1,21.0,NS,1.42,1,N_EXCLUSIVE_GREEN,35.9
23.716666666666665,-0.0741,0.9973,0,29.1,20.7,36.5,29.2,1.6,6.3,0.5,6.9,4.2,7.8,2.8,4.6,7.9,7.4,12.0,7.3999999999999995,25.4,EW,1.41,3,E_EXCLUSIVE_GREEN,38.1
2.6833333333333336,0.6461,0.7632,0,31.8,31.5,28.3,32.2,2.0,5.4,6.0,5.9,0.5,1.4,0.9,3.3,7.4,11.9,1.9,4.2,23.8,NS,1.29,0,BALANCED_PHASE,36.9
16.383333333333333,-0.9118,-0.4107,0,25.9,23.1,54.6,31.8,0.7,5.7,0.8,4.7,1.6,7.3,6.6,5.0,6.4,5.5,8.9,11.6,16.6,EW,1.43,3,E_EXCLUSIVE_GREEN,39.7
5.216666666666667,0.979,0.2036,0,21.3,21.9,24.1,80.7,0.8,4.6,1.9,12.0,7.1,4.8,8.5,11.8,5.3999999999999995,13.9,11.899999999999999,20.3,27.5,EW,2.12,4,W_EXCLUSIVE_GREEN,45.0
6.233333333333333,0.9981,-0.061,0,39.2,20.6,34.2,39.6,3.1,4.9,0.3,0.3,1.5,4.0,2.8,11.8,8.0,0.6,5.5,14.600000000000001,22.0,EW,1.75,4,W_EXCLUSIVE_GREEN,43.5
4.066666666666666,0.8746,0.4848,0,70.9,18.1,25.5,29.6,4.7,9.6,2.1,2.5,1.6,1.9,10.0,8.4,14.3,4.6,3.5,18.4,35.0,NS,3.27,1,N_EXCLUSIVE_GREEN,45.0
16.816666666666666,-0.9524,-0.3049,1,17.3,63.1,15.3,65.9,4.1,4.2,14.8,13.8,4.0,0.4,6.0,12.2,8.3,28.6,4.4,18.2,42.1,NS,3.36,2,S_EXCLUSIVE_GREEN,45.0
17.883333333333333,-0.9995,-0.0305,1,21.7,58.9,25.0,85.7,2.1,2.6,13.8,11.6,1.8,0.7,13.0,15.7,4.7,25.4,2.5,28.7,57.8,EW,5.73,4,W_EXCLUSIVE_GREEN,45.0
23.933333333333334,-0.0175,0.9998,0,26.5,22.4,33.9,25.4,2.2,6.6,1.1,2.1,4.6,5.0,2.8,4.0,8.8,3.2,9.6,6.8,15.4,EW,1.32,0,BALANCED_PHASE,31.8
21.35,-0.6394,0.7688,0,27.1,36.0,25.6,32.1,3.0,3.2,7.4,5.1,2.0,2.5,5.8,3.1,6.2,12.5,4.5,8.9,26.7,NS,1.63,2,S_EXCLUSIVE_GREEN,39.2
19.133333333333333,-0.9563,0.2924,1,12.3,57.4,12.1,92.2,0.3,2.9,3.9,11.5,0.2,1.1,9.1,13.8,3.1999999999999997,15.4,1.3,22.9,41.5,EW,9.81,4,W_EXCLUSIVE_GREEN,45.0
19.4,-0.9336,0.3584,1,14.1,129.6,21.5,83.2,0.5,1.0,11.6,18.9,2.8,1.9,8.7,10.1,1.5,30.5,4.699999999999999,18.799999999999997,58.3,NS,11.69,2,S_EXCLUSIVE_GREEN,45.0
4.166666666666667,0.887,0.4617,0,28.2,70.2,18.8,19.3,2.7,8.8,2.7,6.8,0.6,1.9,2.1,1.4,11.5,9.5,2.5,3.5,22.0,NS,1.63,1,N_EXCLUSIVE_GREEN,42.8
23.466666666666665,-0.1392,0.9903,0,18.2,18.5,51.2,21.5,0.6,6.4,1.4,1.2,2.9,9.3,0.6,10.3,7.0,2.5999999999999996,12.200000000000001,10.9,14.8,EW,1.43,3,E_EXCLUSIVE_GREEN,40.1
21.766666666666666,-0.5519,0.8339,0,27.0,17.4,24.2,68.2,2.3,2.4,1.5,1.0,1.8,8.6,3.7,19.1,4.699999999999999,2.5,10.4,22.8,36.8,EW,2.31,4,W_EXCLUSIVE_GREEN,45.0
19.3,-0.9426,0.3338,1,20.1,81.0,22.6,99.2,1.4,8.0,2.6,14.2,2.1,3.5,15.3,11.7,9.4,16.8,5.6,27.0,50.5,EW,4.41,4,W_EXCLUSIVE_GREEN,45.0
23.833333333333332,-0.0436,0.999,0,24.0,22.2,31.8,24.7,0.8,2.2,4.3,2.0,2.8,5.9,2.6,2.2,3.0,6.3,8.7,4.800000000000001,18.3,EW,1.47,3,E_EXCLUSIVE_GREEN,30.0
17.25,-0.9808,-0.1951,1,14.7,106.4,26.8,57.3,1.6,1.3,15.0,21.7,7.0,3.3,4.5,9.4,2.9000000000000004,36.7,10.3,13.9,77.3,NS,9.14,2,S_EXCLUSIVE_GREEN,45.0
9.85,0.5336,-0.8457,0,38.6,21.6,32.5,21.6,7.5,9.2,2.3,4.7,5.2,3.6,1.3,3.9,16.7,7.0,8.8,5.2,34.6,NS,2.07,1,N_EXCLUSIVE_GREEN,45.0
6.383333333333334,0.995,-0.1002,0,37.4,20.2,24.7,33.8,7.1,4.7,5.4,2.0,1.9,6.8,2.4,5.8,11.8,7.4,8.7,8.2,16.8,NS,1.61,1,N_EXCLUSIVE_GREEN,37.0
18.466666666666665,-0.9925,0.1219,1,20.2,52.3,15.7,113.6,3.3,5.2,5.7,15.1,1.9,2.6,6.6,24.2,8.5,20.8,4.5,30.799999999999997,35.0,EW,6.57,4,W_EXCLUSIVE_GREEN,45.0
14.816666666666666,-0.6724,-0.7402,0,18.6,26.8,26.3,51.4,0.8,2.0,0.8,5.0,4.3,3.6,4.8,8.5,2.8,5.8,7.9,13.3,21.1,EW,1.73,4,W_EXCLUSIVE_GREEN,43.0
16.55,-0.9288,-0.3706,1,13.6,84.4,12.6,61.4,1.6,1.8,12.3,10.7,0.4,3.2,2.4,14.1,3.4000000000000004,23.0,3.6,16.5,24.8,NS,6.03,2,S_EXCLUSIVE_GREEN,45.0
13.166666666666666,-0.3007,-0.9537,0,36.4,28.2,22.0,21.2,4.7,2.3,4.2,0.6,2.7,1.5,1.1,2.6,7.0,4.8,4.2,3.7,7.2,NS,1.31,0,BALANCED_PHASE,26.3
19.133333333333333,-0.9563,0.2924,1,14.9,64.0,18.3,61.8,2.0,1.4,7.4,10.1,5.4,2.5,7.0,5.8,3.4,17.5,7.9,12.8,37.1,EW,2.09,4,W_EXCLUSIVE_GREEN,45.0
8.05,0.8594,-0.5113,1,116.1,15.5,59.6,23.6,13.3,13.0,1.7,1.3,4.7,11.9,2.3,4.7,26.3,3.0,16.6,7.0,48.0,NS,7.49,1,N_EXCLUSIVE_GREEN,45.0
20.5,-0.7934,0.6088,0,21.1,23.5,23.1,31.0,6.3,1.8,4.4,4.4,4.8,1.7,1.2,2.3,8.1,8.8,6.5,3.5,12.6,EW,1.47,3,E_EXCLUSIVE_GREEN,24.8
17.983333333333334,-1.0,-0.0044,1,14.7,63.0,14.1,101.5,4.3,0.4,2.3,6.5,0.2,0.2,14.6,22.7,4.7,8.8,0.4,37.3,66.8,EW,15.45,4,W_EXCLUSIVE_GREEN,45.0
3.75,0.8315,0.5556,0,31.0,35.1,34.6,24.4,1.2,4.0,4.1,8.4,2.7,5.8,3.9,2.8,5.2,12.5,8.5,6.699999999999999,24.1,NS,1.64,2,S_EXCLUSIVE_GREEN,38.7
3.3,0.7604,0.6494,0,32.4,63.9,18.8,17.7,2.4,7.3,5.5,9.4,3.2,0.4,0.4,7.8,9.7,14.9,3.6,8.2,29.4,NS,1.66,2,S_EXCLUSIVE_GREEN,45.0
8.466666666666667,0.7986,-0.6018,1,125.3,22.8,108.0,13.8,15.8,31.0,3.5,4.8,16.7,17.0,2.1,1.3,46.8,8.3,33.7,3.4000000000000004,51.3,NS,5.38,1,N_EXCLUSIVE_GREEN,45.0
16.15,-0.885,-0.4656,0,34.6,32.0,26.9,23.5,3.3,6.2,6.6,16.8,1.1,5.8,2.3,0.9,9.5,23.4,6.9,3.1999999999999997,48.3,NS,1.85,1,N_EXCLUSIVE_GREEN,45.0
2.966666666666667,0.7009,0.7133,0,18.5,23.7,19.4,125.5,4.4,2.5,2.6,3.3,4.4,2.3,10.2,24.5,6.9,5.9,6.7,34.7,72.1,EW,5.4,4,W_EXCLUSIVE_GREEN,45.0
11.983333333333333,0.0044,-1.0,0,93.2,22.6,23.8,28.7,6.3,12.9,5.6,3.2,5.7,6.3,1.9,4.9,19.2,8.8,12.0,6.800000000000001,24.9,NS,2.74,1,N_EXCLUSIVE_GREEN,45.0
12.533333333333333,-0.1392,-0.9903,0,19.3,32.9,27.7,132.7,3.0,4.6,9.1,5.1,9.2,3.4,11.7,18.0,7.6,14.2,12.6,29.7,53.0,EW,3.02,4,W_EXCLUSIVE_GREEN,45.0
2.3833333333333333,0.5842,0.8116,0,23.6,19.2,61.5,29.8,2.3,3.1,1.4,5.0,4.3,6.4,0.5,3.4,5.4,6.4,10.7,3.9,22.8,EW,2.22,3,E_EXCLUSIVE_GREEN,39.8
3.8833333333333333,0.8504,0.5262,0,20.1,38.3,34.8,28.1,1.1,1.2,2.2,2.9,5.8,6.6,3.5,6.2,2.3,5.1,12.399999999999999,9.7,26.2,EW,1.22,0,BALANCED_PHASE,38.7
10.833333333333334,0.3007,-0.9537,0,56.6,18.5,20.4,25.9,2.3,11.8,2.3,3.5,1.9,1.8,2.2,7.5,14.100000000000001,5.8,3.7,9.7,23.5,NS,2.54,1,N_EXCLUSIVE_GREEN,45.0
9.966666666666667,0.5075,-0.8616,0,22.2,24.8,32.7,24.8,2.9,5.1,5.9,3.8,4.7,9.4,1.4,2.1,8.0,9.7,14.100000000000001,3.5,29.3,EW,2.3,3,E_EXCLUSIVE_GREEN,42.0
22.883333333333333,-0.2882,0.9576,0,32.7,18.4,17.8,87.9,3.4,12.3,0.7,1.0,1.2,4.6,8.6,13.8,15.700000000000001,1.7,5.8,22.4,32.4,EW,4.05,4,W_EXCLUSIVE_GREEN,45.0
14.65,-0.6394,-0.7688,0,86.1,28.1,30.1,19.6,5.3,16.8,2.2,5.7,1.5,3.0,1.7,2.4,22.1,7.9,4.5,4.1,23.2,NS,2.8,1,N_EXCLUSIVE_GREEN,45.0
0.26666666666666666,0.0698,0.9976,0,18.6,105.7,25.4,18.3,0.7,4.3,17.8,14.7,6.7,3.1,0.9,2.7,5.0,32.5,9.8,3.6,46.6,NS,5.81,2,S_EXCLUSIVE_GREEN,45.0
17.766666666666666,-0.9981,-0.061,1,12.5,52.3,15.1,54.3,0.2,0.4,4.4,8.0,2.1,1.7,6.6,4.0,0.6000000000000001,12.4,3.8,10.6,19.1,EW,2.93,4,W_EXCLUSIVE_GREEN,37.9
19.55,-0.9188,0.3947,0,26.3,20.2,37.7,26.9,0.8,4.8,0.6,1.1,1.6,4.2,0.5,8.1,5.6,1.7000000000000002,5.800000000000001,8.6,11.8,EW,1.38,0,BALANCED_PHASE,30.2
9.25,0.6593,-0.7518,1,119.7,13.1,54.1,20.6,23.4,42.4,0.8,1.4,5.9,5.2,1.6,2.1,65.8,2.2,11.100000000000001,3.7,140.1,NS,16.87,1,N_EXCLUSIVE_GREEN,45.0
9.116666666666667,0.6852,-0.7284,1,72.6,19.0,50.8,19.1,13.3,7.7,1.8,2.6,3.8,9.3,0.4,1.5,21.0,4.4,13.100000000000001,1.9,44.6,NS,4.08,1,N_EXCLUSIVE_GREEN,45.0
1.25,0.3214,0.9469,0,20.1,28.6,20.1,34.6,11.1,2.5,2.0,6.0,4.6,5.7,2.7,8.6,13.6,8.0,10.3,11.3,19.8,EW,1.23,0,BALANCED_PHASE,35.8
19.483333333333334,-0.9255,0.3786,1,13.7,54.0,16.8,77.2,1.2,1.7,8.8,12.1,0.3,1.4,10.3,10.2,2.9,20.9,1.7,20.5,38.4,EW,6.47,4,W_EXCLUSIVE_GREEN,45.0
2.1166666666666667,0.5262,0.8504,0,24.4,26.1,22.6,22.8,1.1,2.4,5.1,4.4,5.1,7.6,0.8,6.6,3.5,9.5,12.7,7.3999999999999995,27.7,EW,1.39,0,BALANCED_PHASE,37.3
15.633333333333333,-0.8141,-0.5807,0,21.7,22.4,30.1,26.0,4.5,1.3,2.3,3.2,0.2,3.4,3.4,2.8,5.8,5.5,3.6,6.199999999999999,10.1,EW,1.31,0,BALANCED_PHASE,23.8
20.533333333333335,-0.788,0.6157,0,39.1,23.3,36.0,22.4,8.3,10.4,1.1,2.6,4.7,4.1,0.8,4.7,18.700000000000003,3.7,8.8,5.5,19.0,NS,2.99,1,N_EXCLUSIVE_GREEN,45.0
22.15,-0.4656,0.885,0,72.1,21.6,17.9,22.6,4.4,5.9,1.6,3.3,0.8,5.4,0.4,4.0,10.3,4.9,6.2,4.4,17.5,NS,2.54,1,N_EXCLUSIVE_GREEN,40.3
19.366666666666667,-0.9367,0.3502,1,16.4,52.4,12.5,47.0,1.1,3.3,3.2,7.2,1.3,3.4,4.4,4.7,4.4,10.4,4.7,9.100000000000001,11.7,NS,2.55,2,S_EXCLUSIVE_GREEN,36.4
7.6,0.9135,-0.4067,1,50.3,21.8,86.3,16.3,1.0,14.0,5.7,5.0,12.0,13.3,1.3,4.8,15.0,10.7,25.3,6.1,47.7,EW,4.31,3,E_EXCLUSIVE_GREEN,45.0
13.183333333333334,-0.3049,-0.9524,0,31.6,39.3,27.0,21.5,3.5,7.9,4.6,12.5,0.3,2.6,2.9,2.3,11.4,17.1,2.9,5.199999999999999,25.4,NS,1.37,0,BALANCED_PHASE,45.0
2.55,0.6191,0.7853,0,23.1,20.4,22.1,20.6,0.3,4.6,2.4,0.6,0.2,0.5,2.3,1.7,4.8999999999999995,3.0,0.7,4.0,7.9,NS,1.26,0,BALANCED_PHASE,19.8
2.55,0.6191,0.7853,0,23.6,24.5,22.2,27.5,0.5,2.9,5.5,8.1,1.3,2.1,0.9,5.8,3.4,13.6,3.4000000000000004,6.7,29.7,NS,2.15,2,S_EXCLUSIVE_GREEN,39.6
16.583333333333332,-0.932,-0.3624,1,15.5,56.2,18.1,55.4,2.3,1.9,2.7,12.2,5.7,1.1,6.3,9.2,4.199999999999999,14.899999999999999,6.800000000000001,15.5,17.8,EW,2.43,4,W_EXCLUSIVE_GREEN,45.0
0.4,0.1045,0.9945,0,28.2,33.5,28.3,28.9,2.2,5.7,7.1,3.9,3.9,7.0,2.4,3.6,7.9,11.0,10.9,6.0,21.4,NS,1.26,0,BALANCED_PHASE,35.2
1.6666666666666665,0.4226,0.9063,0,31.1,31.3,72.3,29.0,9.1,2.5,2.6,6.7,5.0,9.7,2.8,10.0,11.6,9.3,14.7,12.8,21.6,EW,1.53,3,E_EXCLUSIVE_GREEN,45.0
8.783333333333333,0.7461,-0.6659,1,121.3,18.6,53.4,14.1,14.5,22.2,2.0,2.8,5.0,5.4,0.0,3.3,36.7,4.8,10.4,3.3,70.8,NS,6.75,1,N_EXCLUSIVE_GREEN,45.0
0.36666666666666664,0.0958,0.9954,0,21.8,29.3,22.7,26.9,1.5,2.7,0.6,1.0,2.8,2.4,3.9,4.9,4.2,1.6,5.199999999999999,8.8,12.9,EW,1.38,0,BALANCED_PHASE,28.7
11.25,0.1951,-0.9808,0,26.6,22.6,21.3,36.2,5.9,2.8,0.4,2.3,1.3,1.0,4.1,3.6,8.7,2.6999999999999997,2.3,7.699999999999999,12.6,EW,2.12,4,W_EXCLUSIVE_GREEN,28.2
20.1,-0.8526,0.5225,0,22.7,27.5,22.3,22.6,0.6,1.1,3.6,2.1,3.0,3.3,0.3,2.0,1.7000000000000002,5.7,6.3,2.3,10.1,NS,1.66,2,S_EXCLUSIVE_GREEN,22.4
23.8,-0.0523,0.9986,0,106.7,31.3,28.7,17.3,8.5,28.5,3.3,7.1,1.8,7.4,0.3,3.4,37.0,10.399999999999999,9.200000000000001,3.6999999999999997,77.8,NS,3.4,1,N_EXCLUSIVE_GREEN,45.0
11.566666666666666,0.1132,-0.9936,0,21.2,57.4,24.5,23.1,2.2,5.6,1.4,14.9,4.2,0.7,1.1,3.3,7.8,16.3,4.9,4.4,25.5,NS,2.22,2,S_EXCLUSIVE_GREEN,45.0
21.483333333333334,-0.6122,0.7907,0,22.9,35.1,23.9,32.4,2.2,3.0,2.8,5.7,1.7,2.9,3.3,4.7,5.2,8.5,4.6,8.0,12.5,NS,1.51,2,S_EXCLUSIVE_GREEN,29.6
15.666666666666666,-0.8192,-0.5736,0,20.4,77.3,24.5,30.0,1.3,3.5,5.2,10.0,8.5,0.8,2.7,4.5,4.8,15.2,9.3,7.2,18.6,NS,3.27,2,S_EXCLUSIVE_GREEN,45.0
2.75,0.6593,0.7518,0,25.6,21.4,21.2,37.4,1.7,1.8,2.4,4.5,1.2,3.4,2.5,15.9,3.5,6.9,4.6,18.4,24.4,EW,2.77,4,W_EXCLUSIVE_GREEN,45.0
14.033333333333333,-0.5075,-0.8616,0,65.8,23.1,18.4,25.2,7.9,7.4,0.9,2.1,2.2,1.6,2.4,1.3,15.3,3.0,3.8000000000000003,3.7,26.3,NS,3.5,1,N_EXCLUSIVE_GREEN,45.0
6.933333333333334,0.9703,-0.2419,0,26.8,25.3,79.7,22.2,1.9,0.3,5.9,4.8,5.9,18.0,0.6,1.6,2.1999999999999997,10.7,23.9,2.2,27.3,EW,5.57,3,E_EXCLUSIVE_GREEN,45.0
16.416666666666668,-0.9153,-0.4027,0,34.0,22.5,26.4,39.6,1.9,11.8,2.8,3.4,1.3,2.3,11.4,8.4,13.700000000000001,6.199999999999999,3.5999999999999996,19.8,24.4,EW,2.95,4,W_EXCLUSIVE_GREEN,45.0
17.5,-0.9914,-0.1305,1,16.8,57.9,18.1,54.0,1.5,4.4,16.8,16.9,0.9,0.7,4.5,5.7,5.9,33.7,1.6,10.2,41.3,NS,4.64,2,S_EXCLUSIVE_GREEN,45.0
8.033333333333333,0.8616,-0.5075,1,67.0,17.2,48.6,24.1,2.2,8.1,9.1,3.5,3.7,3.9,2.4,4.8,10.3,12.6,7.6,7.199999999999999,22.7,NS,1.83,1,N_EXCLUSIVE_GREEN,44.5
20.2,-0.8387,0.5446,0,56.3,21.6,23.1,20.8,4.5,10.6,0.6,6.8,1.1,8.8,0.6,2.8,15.1,7.3999999999999995,9.9,3.4,28.5,NS,2.16,1,N_EXCLUSIVE_GREEN,45.0
20.35,-0.8166,0.5771,0,20.1,18.1,61.7,17.2,3.4,4.1,3.2,3.0,6.9,5.2,1.3,2.8,7.5,6.2,12.100000000000001,4.1,24.4,EW,3.04,3,E_EXCLUSIVE_GREEN,42.7
13.933333333333334,-0.4848,-0.8746,0,37.5,20.1,23.5,34.4,2.3,6.9,1.3,4.0,5.9,4.2,1.1,5.3,9.2,5.3,10.100000000000001,6.4,21.5,EW,1.46,3,E_EXCLUSIVE_GREEN,33.5
14.95,-0.6978,-0.7163,0,25.2,23.5,26.2,21.8,3.3,3.3,0.3,1.1,1.4,3.2,4.5,10.6,6.6,1.4000000000000001,4.6,15.1,22.0,EW,2.15,3,E_EXCLUSIVE_GREEN,42.1
10.183333333333334,0.4579,-0.889,0,22.7,25.0,20.8,28.6,1.8,3.0,5.0,4.9,0.5,3.3,2.1,3.3,4.8,9.9,3.8,5.4,13.7,NS,1.52,2,S_EXCLUSIVE_GREEN,30.7
15.383333333333333,-0.7744,-0.6327,0,39.5,21.7,20.6,24.2,5.3,5.5,0.3,2.2,3.6,0.5,0.9,6.3,10.8,2.5,4.1,7.2,21.7,NS,2.55,1,N_EXCLUSIVE_GREEN,35.9
16.283333333333335,-0.9007,-0.4344,0,33.5,20.7,32.0,23.1,7.7,2.6,0.6,2.3,4.8,4.1,0.7,6.7,10.3,2.9,8.899999999999999,7.4,19.1,EW,1.22,0,BALANCED_PHASE,30.5
