timestamp,hour,minute,day_of_week,sin_hour,cos_hour,sin_day,cos_day,is_weekend,is_morning_rush,is_evening_rush,weather,weather_multiplier,lag_pcu_N,lag_pcu_S,lag_pcu_E,lag_pcu_W,flow_north_vpm,flow_south_vpm,flow_east_vpm,flow_west_vpm,pcu_north,pcu_south,pcu_east,pcu_west,total_intersection_pcu,congestion_north,congestion_south,congestion_east,congestion_west,critical_approach,target_green_NS,target_green_EW
2026-06-15 18:15,18,15,0,-0.9979,0.0654,0.0,1.0,0,0,1,Clear,1.0,5.8,45.5,6.2,34.5,18.5,125.7,17.7,104.3,4.1,27.7,3.9,22.9,58.6,LOW,VERY_HIGH,LOW,HIGH,S,28.3,23.7
2026-06-15 18:30,18,30,0,-0.9914,0.1305,0.0,1.0,0,0,1,Clear,1.0,4.1,27.7,3.9,22.9,17.6,133.7,18.2,103.1,3.9,29.4,4.0,22.7,60.0,LOW,VERY_HIGH,LOW,HIGH,S,29.2,22.8
2026-06-15 18:45,18,45,0,-0.9808,0.1951,0.0,1.0,0,0,1,Clear,1.0,3.9,29.4,4.0,22.7,18.7,131.2,18.7,98.9,4.1,28.9,4.1,21.8,58.9,LOW,VERY_HIGH,LOW,HIGH,S,29.5,22.5
2026-06-15 19:00,19,0,0,-0.9659,0.2588,0.0,1.0,0,0,1,Heavy Rain,1.5,4.1,28.9,4.1,21.8,27.7,170.3,25.9,125.5,6.1,37.5,5.7,27.6,76.9,MEDIUM,VERY_HIGH,LOW,VERY_HIGH,S,29.8,22.2
2026-06-15 19:15,19,15,0,-0.9469,0.3214,0.0,1.0,0,0,1,Rain,1.25,6.1,37.5,5.7,27.6,21.4,137.7,23.2,101.2,4.7,30.3,5.1,22.3,62.4,LOW,VERY_HIGH,LOW,HIGH,S,29.7,22.3
2026-06-15 19:30,19,30,0,-0.9239,0.3827,0.0,1.0,0,0,1,Heavy Rain,1.5,4.7,30.3,5.1,22.3,25.9,168.9,28.3,130.6,5.7,37.2,6.2,28.7,77.8,LOW,VERY_HIGH,MEDIUM,VERY_HIGH,S,29.1,22.9
2026-06-15 19:45,19,45,0,-0.8969,0.4423,0.0,1.0,0,0,1,Clear,1.0,5.7,37.2,6.2,28.7,17.5,114.0,17.9,82.3,3.9,25.1,3.9,18.1,51.0,LOW,VERY_HIGH,LOW,HIGH,S,29.9,22.1
2026-06-15 20:00,20,0,0,-0.866,0.5,0.0,1.0,0,0,0,Rain,1.25,3.9,25.1,3.9,18.1,30.8,31.4,27.0,28.8,6.8,6.9,5.9,6.3,25.9,MEDIUM,MEDIUM,LOW,MEDIUM,S,27.3,24.7
2026-06-15 20:15,20,15,0,-0.8315,0.5556,0.0,1.0,0,0,0,Clear,1.0,6.8,6.9,5.9,6.3,24.8,25.9,22.1,22.5,5.5,5.7,4.9,5.0,21.1,LOW,LOW,LOW,LOW,S,27.7,24.3
2026-06-15 20:30,20,30,0,-0.7934,0.6088,0.0,1.0,0,0,0,Clear,1.0,5.5,5.7,4.9,5.0,26.2,24.4,21.4,22.6,5.8,5.4,4.7,5.0,20.9,LOW,LOW,LOW,LOW,N,27.9,24.1
2026-06-15 20:45,20,45,0,-0.7518,0.6593,0.0,1.0,0,0,0,Rain,1.25,5.8,5.4,4.7,5.0,30.5,30.4,28.4,26.7,6.7,6.7,6.2,5.9,25.5,MEDIUM,MEDIUM,MEDIUM,LOW,N,27.1,24.9
2026-06-15 21:00,21,0,0,-0.7071,0.7071,0.0,1.0,0,0,0,Clear,1.0,6.7,6.7,6.2,5.9,26.1,24.0,21.4,21.1,5.7,5.3,4.7,4.6,20.3,LOW,LOW,LOW,LOW,N,28.3,23.7
2026-06-15 21:15,21,15,0,-0.6593,0.7518,0.0,1.0,0,0,0,Clear,1.0,5.7,5.3,4.7,4.6,26.0,24.4,21.5,22.5,5.7,5.4,4.7,5.0,20.8,LOW,LOW,LOW,LOW,N,27.8,24.2
2026-06-15 21:30,21,30,0,-0.6088,0.7934,0.0,1.0,0,0,0,Clear,1.0,5.7,5.4,4.7,5.0,26.0,24.8,21.9,22.6,5.7,5.5,4.8,5.0,21.0,LOW,LOW,LOW,LOW,N,27.8,24.2
2026-06-15 21:45,21,45,0,-0.5556,0.8315,0.0,1.0,0,0,0,Clear,1.0,5.7,5.5,4.8,5.0,25.6,25.7,22.5,21.3,5.6,5.7,5.0,4.7,21.0,LOW,LOW,LOW,LOW,S,27.9,24.1
2026-06-15 22:00,22,0,0,-0.5,0.866,0.0,1.0,0,0,0,Clear,1.0,5.6,5.7,5.0,4.7,25.8,24.5,21.8,21.4,5.7,5.4,4.8,4.7,20.6,LOW,LOW,LOW,LOW,N,28.1,23.9
2026-06-15 22:15,22,15,0,-0.4423,0.8969,0.0,1.0,0,0,0,Clear,1.0,5.7,5.4,4.8,4.7,25.8,23.9,21.1,21.5,5.7,5.3,4.6,4.7,20.3,LOW,LOW,LOW,LOW,N,28.2,23.8
2026-06-15 22:30,22,30,0,-0.3827,0.9239,0.0,1.0,0,0,0,Rain,1.25,5.7,5.3,4.6,4.7,30.3,29.8,27.7,28.6,6.7,6.6,6.1,6.3,25.7,MEDIUM,MEDIUM,MEDIUM,MEDIUM,N,26.8,25.2
2026-06-15 22:45,22,45,0,-0.3214,0.9469,0.0,1.0,0,0,0,Clear,1.0,6.7,6.6,6.1,6.3,24.6,24.7,22.3,22.6,5.4,5.4,4.9,5.0,20.7,LOW,LOW,LOW,LOW,N,27.2,24.8
2026-06-15 23:00,23,0,0,-0.2588,0.9659,0.0,1.0,0,0,0,Clear,1.0,5.4,5.4,4.9,5.0,6.1,6.0,5.0,5.1,1.3,1.3,1.1,1.1,4.8,LOW,LOW,LOW,LOW,N,28.3,23.7
2026-06-15 23:15,23,15,0,-0.1951,0.9808,0.0,1.0,0,0,0,Clear,1.0,1.3,1.3,1.1,1.1,5.9,5.8,4.8,4.8,1.3,1.3,1.1,1.1,4.8,LOW,LOW,LOW,LOW,N,28.6,23.4
2026-06-15 23:30,23,30,0,-0.1305,0.9914,0.0,1.0,0,0,0,Clear,1.0,1.3,1.3,1.1,1.1,6.1,6.1,4.8,5.1,1.3,1.3,1.1,1.1,4.8,LOW,LOW,LOW,LOW,N,28.5,23.5
2026-06-15 23:45,23,45,0,-0.0654,0.9979,0.0,1.0,0,0,0,Clear,1.0,1.3,1.3,1.1,1.1,5.8,6.2,5.1,5.1,1.3,1.4,1.1,1.1,4.9,LOW,LOW,LOW,LOW,S,28.3,23.7
2026-06-16 00:00,0,0,1,0.0,1.0,0.7818,0.6235,0,0,0,Clear,1.0,1.3,1.4,1.1,1.1,5.8,6.1,4.8,5.2,1.3,1.3,1.1,1.1,4.8,LOW,LOW,LOW,LOW,N,28.2,23.8
2026-06-16 00:15,0,15,1,0.0654,0.9979,0.7818,0.6235,0,0,0,Clear,1.0,1.3,1.3,1.1,1.1,6.0,6.2,5.1,4.9,1.3,1.4,1.1,1.1,4.9,LOW,LOW,LOW,LOW,S,28.6,23.4
2026-06-16 00:30,0,30,1,0.1305,0.9914,0.7818,0.6235,0,0,0,Clear,1.0,1.3,1.4,1.1,1.1,6.0,6.2,4.8,5.1,1.3,1.4,1.1,1.1,4.9,LOW,LOW,LOW,LOW,S,28.6,23.4
2026-06-16 00:45,0,45,1,0.1951,0.9808,0.7818,0.6235,0,0,0,Clear,1.0,1.3,1.4,1.1,1.1,5.9,6.0,4.9,4.9,1.3,1.3,1.1,1.1,4.8,LOW,LOW,LOW,LOW,N,28.6,23.4
2026-06-16 01:00,1,0,1,0.2588,0.9659,0.7818,0.6235,0,0,0,Clear,1.0,1.3,1.3,1.1,1.1,5.8,5.9,4.8,4.9,1.3,1.3,1.1,1.1,4.8,LOW,LOW,LOW,LOW,N,28.4,23.6
2026-06-16 01:15,1,15,1,0.3214,0.9469,0.7818,0.6235,0,0,0,Clear,1.0,1.3,1.3,1.1,1.1,5.8,6.0,5.2,4.9,1.3,1.3,1.1,1.1,4.8,LOW,LOW,LOW,LOW,N,27.9,24.1
2026-06-16 01:30,1,30,1,0.3827,0.9239,0.7818,0.6235,0,0,0,Clear,1.0,1.3,1.3,1.1,1.1,6.1,5.9,5.0,5.2,1.3,1.3,1.1,1.1,4.8,LOW,LOW,LOW,LOW,N,28.1,23.9
2026-06-16 01:45,1,45,1,0.4423,0.8969,0.7818,0.6235,0,0,0,Rain,1.25,1.3,1.3,1.1,1.1,7.2,7.5,6.4,6.4,1.6,1.6,1.4,1.4,6.0,LOW,LOW,LOW,LOW,N,27.9,24.1
2026-06-16 02:00,2,0,1,0.5,0.866,0.7818,0.6235,0,0,0,Clear,1.0,1.6,1.6,1.4,1.4,6.1,5.8,5.1,4.8,1.3,1.3,1.1,1.1,4.8,LOW,LOW,LOW,LOW,N,28.4,23.6
2026-06-16 02:15,2,15,1,0.5556,0.8315,0.7818,0.6235,0,0,0,Clear,1.0,1.3,1.3,1.1,1.1,5.8,6.1,4.8,5.0,1.3,1.3,1.1,1.1,4.8,LOW,LOW,LOW,LOW,N,28.5,23.5
2026-06-16 02:30,2,30,1,0.6088,0.7934,0.7818,0.6235,0,0,0,Clear,1.0,1.3,1.3,1.1,1.1,6.2,5.8,5.1,5.0,1.4,1.3,1.1,1.1,4.9,LOW,LOW,LOW,LOW,N,28.4,23.6
2026-06-16 02:45,2,45,1,0.6593,0.7518,0.7818,0.6235,0,0,0,Clear,1.0,1.4,1.3,1.1,1.1,6.1,5.8,4.8,5.0,1.3,1.3,1.1,1.1,4.8,LOW,LOW,LOW,LOW,N,28.5,23.5
2026-06-16 03:00,3,0,1,0.7071,0.7071,0.7818,0.6235,0,0,0,Clear,1.0,1.3,1.3,1.1,1.1,5.7,5.7,4.8,5.1,1.3,1.3,1.1,1.1,4.8,LOW,LOW,LOW,LOW,N,27.6,24.4
2026-06-16 03:15,3,15,1,0.7518,0.6593,0.7818,0.6235,0,0,0,Clear,1.0,1.3,1.3,1.1,1.1,6.1,6.2,5.1,4.8,1.3,1.4,1.1,1.1,4.9,LOW,LOW,LOW,LOW,S,28.7,23.3
2026-06-16 03:30,3,30,1,0.7934,0.6088,0.7818,0.6235,0,0,0,Clear,1.0,1.3,1.4,1.1,1.1,5.7,6.1,5.2,5.0,1.3,1.3,1.1,1.1,4.8,LOW,LOW,LOW,LOW,N,28.0,24.0
2026-06-16 03:45,3,45,1,0.8315,0.5556,0.7818,0.6235,0,0,0,Rain,1.25,1.3,1.3,1.1,1.1,7.4,7.6,6.1,6.0,1.6,1.7,1.3,1.3,5.9,LOW,LOW,LOW,LOW,S,28.8,23.2
2026-06-16 04:00,4,0,1,0.866,0.5,0.7818,0.6235,0,0,0,Clear,1.0,1.6,1.7,1.3,1.3,6.2,6.0,4.9,4.9,1.4,1.3,1.1,1.1,4.9,LOW,LOW,LOW,LOW,N,28.9,23.1
2026-06-16 04:15,4,15,1,0.8969,0.4423,0.7818,0.6235,0,0,0,Clear,1.0,1.4,1.3,1.1,1.1,5.8,6.1,5.1,4.8,1.3,1.3,1.1,1.1,4.8,LOW,LOW,LOW,LOW,N,28.4,23.6
2026-06-16 04:30,4,30,1,0.9239,0.3827,0.7818,0.6235,0,0,0,Heavy Rain,1.5,1.3,1.3,1.1,1.1,8.8,9.4,7.7,7.8,1.9,2.1,1.7,1.7,7.4,LOW,LOW,LOW,LOW,S,28.2,23.8
2026-06-16 04:45,4,45,1,0.9469,0.3214,0.7818,0.6235,0,0,0,Clear,1.0,1.9,2.1,1.7,1.7,6.2,5.8,5.2,5.2,1.4,1.3,1.1,1.1,4.9,LOW,LOW,LOW,LOW,N,28.1,23.9
2026-06-16 05:00,5,0,1,0.9659,0.2588,0.7818,0.6235,0,0,0,Rain,1.25,1.4,1.3,1.1,1.1,7.3,7.6,6.1,6.5,1.6,1.7,1.3,1.4,6.0,LOW,LOW,LOW,LOW,S,28.1,23.9
2026-06-16 05:15,5,15,1,0.9808,0.1951,0.7818,0.6235,0,0,0,Clear,1.0,1.6,1.7,1.3,1.4,5.8,5.9,5.0,4.8,1.3,1.3,1.1,1.1,4.8,LOW,LOW,LOW,LOW,N,28.2,23.8
2026-06-16 05:30,5,30,1,0.9914,0.1305,0.7818,0.6235,0,0,0,Clear,1.0,1.3,1.3,1.1,1.1,5.8,6.0,4.8,4.9,1.3,1.3,1.1,1.1,4.8,LOW,LOW,LOW,LOW,N,28.6,23.4
2026-06-16 05:45,5,45,1,0.9979,0.0654,0.7818,0.6235,0,0,0,Clear,1.0,1.3,1.3,1.1,1.1,6.3,5.7,5.2,5.1,1.4,1.3,1.1,1.1,4.9,LOW,LOW,LOW,LOW,N,28.2,23.8
2026-06-16 06:00,6,0,1,1.0,0.0,0.7818,0.6235,0,0,0,Heavy Rain,1.5,1.4,1.3,1.1,1.1,37.7,38.6,34.6,32.1,8.3,8.5,7.6,7.1,31.5,MEDIUM,MEDIUM,MEDIUM,MEDIUM,S,27.6,24.4
2026-06-16 06:15,6,15,1,0.9979,-0.0654,0.7818,0.6235,0,0,0,Clear,1.0,8.3,8.5,7.6,7.1,24.5,25.0,21.2,22.7,5.4,5.5,4.7,5.0,20.6,LOW,LOW,LOW,LOW,S,27.4,24.6
2026-06-16 06:30,6,30,1,0.9914,-0.1305,0.7818,0.6235,0,0,0,Clear,1.0,5.4,5.5,4.7,5.0,25.8,24.8,22.5,21.8,5.7,5.5,5.0,4.8,21.0,LOW,LOW,LOW,LOW,N,27.8,24.2
2026-06-16 06:45,6,45,1,0.9808,-0.1951,0.7818,0.6235,0,0,0,Clear,1.0,5.7,5.5,5.0,4.8,24.0,24.8,20.9,21.1,5.3,5.5,4.6,4.6,20.0,LOW,LOW,LOW,LOW,S,28.0,24.0
2026-06-16 07:00,7,0,1,0.9659,-0.2588,0.7818,0.6235,0,1,0,Clear,1.0,5.3,5.5,4.6,4.6,112.6,18.8,81.3,17.6,24.8,4.1,17.9,3.9,50.7,VERY_HIGH,LOW,HIGH,LOW,N,30.0,22.0
2026-06-16 07:15,7,15,1,0.9469,-0.3214,0.7818,0.6235,0,1,0,Clear,1.0,24.8,4.1,17.9,3.9,104.6,18.7,87.3,18.1,23.0,4.1,19.2,4.0,50.3,HIGH,LOW,HIGH,LOW,N,28.2,23.8
2026-06-16 07:30,7,30,1,0.9239,-0.3827,0.7818,0.6235,0,1,0,Clear,1.0,23.0,4.1,19.2,4.0,113.0,18.0,87.2,17.8,24.9,4.0,19.2,3.9,52.0,VERY_HIGH,LOW,HIGH,LOW,N,29.2,22.8
2026-06-16 07:45,7,45,1,0.8969,-0.4423,0.7818,0.6235,0,1,0,Heavy Rain,1.5,24.9,4.0,19.2,3.9,161.9,25.8,129.7,26.7,35.6,5.7,28.5,5.9,75.7,VERY_HIGH,LOW,VERY_HIGH,LOW,N,28.7,23.3
2026-06-16 08:00,8,0,1,0.866,-0.5,0.7818,0.6235,0,1,0,Clear,1.0,35.6,5.7,28.5,5.9,147.3,18.6,108.7,17.6,32.4,4.1,23.9,3.9,64.3,VERY_HIGH,LOW,HIGH,LOW,N,29.8,22.2
2026-06-16 08:15,8,15,1,0.8315,-0.5556,0.7818,0.6235,0,1,0,Clear,1.0,32.4,4.1,23.9,3.9,137.1,17.1,111.4,17.7,30.2,3.8,24.5,3.9,62.4,VERY_HIGH,LOW,VERY_HIGH,LOW,N,28.5,23.5
2026-06-16 08:30,8,30,1,0.7934,-0.6088,0.7818,0.6235,0,1,0,Clear,1.0,30.2,3.8,24.5,3.9,149.7,17.2,110.1,18.3,32.9,3.8,24.2,4.0,64.9,VERY_HIGH,LOW,VERY_HIGH,LOW,N,29.7,22.3
2026-06-16 08:45,8,45,1,0.7518,-0.6593,0.7818,0.6235,0,1,0,Clear,1.0,32.9,3.8,24.2,4.0,141.0,18.4,109.8,18.0,31.0,4.0,24.2,4.0,63.2,VERY_HIGH,LOW,VERY_HIGH,LOW,N,29.1,22.9
2026-06-16 09:00,9,0,1,0.7071,-0.7071,0.7818,0.6235,0,1,0,Clear,1.0,31.0,4.0,24.2,4.0,109.8,18.7,84.7,18.1,24.2,4.1,18.6,4.0,50.9,VERY_HIGH,LOW,HIGH,LOW,N,29.2,22.8
2026-06-16 09:15,9,15,1,0.6593,-0.7518,0.7818,0.6235,0,1,0,Clear,1.0,24.2,4.1,18.6,4.0,115.1,17.7,84.5,17.8,25.3,3.9,18.6,3.9,51.7,VERY_HIGH,LOW,HIGH,LOW,N,29.7,22.3
2026-06-16 09:30,9,30,1,0.6088,-0.7934,0.7818,0.6235,0,1,0,Clear,1.0,25.3,3.9,18.6,3.9,115.4,17.5,88.8,17.6,25.4,3.9,19.5,3.9,52.7,VERY_HIGH,LOW,HIGH,LOW,N,29.2,22.8
2026-06-16 09:45,9,45,1,0.5556,-0.8315,0.7818,0.6235,0,1,0,Clear,1.0,25.4,3.9,19.5,3.9,106.3,18.1,88.1,18.9,23.4,4.0,19.4,4.2,51.0,HIGH,LOW,HIGH,LOW,N,28.2,23.8
2026-06-16 10:00,10,0,1,0.5,-0.866,0.7818,0.6235,0,0,0,Clear,1.0,23.4,4.0,19.4,4.2,24.1,24.6,21.5,22.9,5.3,5.4,4.7,5.0,20.4,LOW,LOW,LOW,LOW,S,27.1,24.9
2026-06-16 10:15,10,15,1,0.4423,-0.8969,0.7818,0.6235,0,0,0,Clear,1.0,5.3,5.4,4.7,5.0,25.4,25.7,22.6,23.0,5.6,5.7,5.0,5.1,21.4,LOW,LOW,LOW,LOW,S,27.5,24.5
2026-06-16 10:30,10,30,1,0.3827,-0.9239,0.7818,0.6235,0,0,0,Clear,1.0,5.6,5.7,5.0,5.1,23.9,24.4,22.9,22.7,5.3,5.4,5.0,5.0,20.7,LOW,LOW,LOW,LOW,S,26.8,25.2
2026-06-16 10:45,10,45,1,0.3214,-0.9469,0.7818,0.6235,0,0,0,Clear,1.0,5.3,5.4,5.0,5.0,25.7,24.3,22.8,22.9,5.7,5.3,5.0,5.0,21.0,LOW,LOW,LOW,LOW,N,27.3,24.7
2026-06-16 11:00,11,0,1,0.2588,-0.9659,0.7818,0.6235,0,0,0,Clear,1.0,5.7,5.3,5.0,5.0,41.0,39.5,36.7,35.3,9.0,8.7,8.1,7.8,33.6,MEDIUM,MEDIUM,MEDIUM,MEDIUM,N,27.4,24.6
2026-06-16 11:15,11,15,1,0.1951,-0.9808,0.7818,0.6235,0,0,0,Clear,1.0,9.0,8.7,8.1,7.8,40.8,40.8,34.4,33.9,9.0,9.0,7.6,7.5,33.1,MEDIUM,MEDIUM,MEDIUM,MEDIUM,N,28.3,23.7
2026-06-16 11:30,11,30,1,0.1305,-0.9914,0.7818,0.6235,0,0,0,Rain,1.25,9.0,9.0,7.6,7.5,50.8,51.8,42.9,43.3,11.2,11.4,9.4,9.5,41.5,MEDIUM,MEDIUM,MEDIUM,MEDIUM,S,28.3,23.7
2026-06-16 11:45,11,45,1,0.0654,-0.9979,0.7818,0.6235,0,0,0,Clear,1.0,11.2,11.4,9.4,9.5,38.1,39.7,36.2,35.5,8.4,8.7,8.0,7.8,32.9,MEDIUM,MEDIUM,MEDIUM,MEDIUM,S,27.1,24.9
2026-06-16 12:00,12,0,1,0.0,-1.0,0.7818,0.6235,0,0,0,Clear,1.0,8.4,8.7,8.0,7.8,39.9,40.4,35.8,35.5,8.8,8.9,7.9,7.8,33.4,MEDIUM,MEDIUM,MEDIUM,MEDIUM,S,27.6,24.4
2026-06-16 12:15,12,15,1,-0.0654,-0.9979,0.7818,0.6235,0,0,0,Clear,1.0,8.8,8.9,7.9,7.8,39.4,39.2,35.8,36.5,8.7,8.6,7.9,8.0,33.2,MEDIUM,MEDIUM,MEDIUM,MEDIUM,N,27.0,25.0
2026-06-16 12:30,12,30,1,-0.1305,-0.9914,0.7818,0.6235,0,0,0,Clear,1.0,8.7,8.6,7.9,8.0,38.7,41.0,34.0,35.2,8.5,9.0,7.5,7.7,32.7,MEDIUM,MEDIUM,MEDIUM,MEDIUM,S,27.9,24.1
2026-06-16 12:45,12,45,1,-0.1951,-0.9808,0.7818,0.6235,0,0,0,Clear,1.0,8.5,9.0,7.5,7.7,38.4,39.4,33.5,35.7,8.4,8.7,7.4,7.9,32.4,MEDIUM,MEDIUM,MEDIUM,MEDIUM,S,27.4,24.6
2026-06-16 13:00,13,0,1,-0.2588,-0.9659,0.7818,0.6235,0,0,0,Clear,1.0,8.4,8.7,7.4,7.9,40.7,41.4,36.4,34.2,9.0,9.1,8.0,7.5,33.6,MEDIUM,MEDIUM,MEDIUM,MEDIUM,S,27.8,24.2
2026-06-16 13:15,13,15,1,-0.3214,-0.9469,0.7818,0.6235,0,0,0,Clear,1.0,9.0,9.1,8.0,7.5,38.6,41.3,35.2,34.3,8.5,9.1,7.7,7.5,32.8,MEDIUM,MEDIUM,MEDIUM,MEDIUM,S,27.9,24.1
2026-06-16 13:30,13,30,1,-0.3827,-0.9239,0.7818,0.6235,0,0,0,Clear,1.0,8.5,9.1,7.7,7.5,41.4,39.1,35.7,35.1,9.1,8.6,7.9,7.7,33.3,MEDIUM,MEDIUM,MEDIUM,MEDIUM,N,27.8,24.2
2026-06-16 13:45,13,45,1,-0.4423,-0.8969,0.7818,0.6235,0,0,0,Clear,1.0,9.1,8.6,7.9,7.7,39.9,40.7,35.0,34.6,8.8,9.0,7.7,7.6,33.1,MEDIUM,MEDIUM,MEDIUM,MEDIUM,S,27.9,24.1
2026-06-16 14:00,14,0,1,-0.5,-0.866,0.7818,0.6235,0,0,0,Clear,1.0,8.8,9.0,7.7,7.6,39.2,39.2,35.6,36.1,8.6,8.6,7.8,7.9,32.9,MEDIUM,MEDIUM,MEDIUM,MEDIUM,N,27.1,24.9
2026-06-16 14:15,14,15,1,-0.5556,-0.8315,0.7818,0.6235,0,0,0,Clear,1.0,8.6,8.6,7.8,7.9,40.4,40.2,34.5,35.2,8.9,8.8,7.6,7.7,33.0,MEDIUM,MEDIUM,MEDIUM,MEDIUM,N,27.8,24.2
2026-06-16 14:30,14,30,1,-0.6088,-0.7934,0.7818,0.6235,0,0,0,Clear,1.0,8.9,8.8,7.6,7.7,40.0,40.4,34.3,34.2,8.8,8.9,7.5,7.5,32.7,MEDIUM,MEDIUM,MEDIUM,MEDIUM,S,28.1,23.9
2026-06-16 14:45,14,45,1,-0.6593,-0.7518,0.7818,0.6235,0,0,0,Clear,1.0,8.8,8.9,7.5,7.5,39.5,39.3,36.1,35.7,8.7,8.6,7.9,7.9,33.1,MEDIUM,MEDIUM,MEDIUM,MEDIUM,N,27.2,24.8
2026-06-16 15:00,15,0,1,-0.7071,-0.7071,0.7818,0.6235,0,0,0,Clear,1.0,8.7,8.6,7.9,7.9,40.3,38.4,36.4,35.5,8.9,8.4,8.0,7.8,33.1,MEDIUM,MEDIUM,MEDIUM,MEDIUM,N,27.2,24.8
2026-06-16 15:15,15,15,1,-0.7518,-0.6593,0.7818,0.6235,0,0,0,Clear,1.0,8.9,8.4,8.0,7.8,39.3,40.4,34.0,36.0,8.6,8.9,7.5,7.9,32.9,MEDIUM,MEDIUM,MEDIUM,MEDIUM,S,27.6,24.4
2026-06-16 15:30,15,30,1,-0.7934,-0.6088,0.7818,0.6235,0,0,0,Clear,1.0,8.6,8.9,7.5,7.9,40.1,39.9,36.0,35.6,8.8,8.8,7.9,7.8,33.3,MEDIUM,MEDIUM,MEDIUM,MEDIUM,N,27.4,24.6
2026-06-16 15:45,15,45,1,-0.8315,-0.5556,0.7818,0.6235,0,0,0,Heavy Rain,1.5,8.8,8.8,7.9,7.8,58.0,58.2,54.7,50.9,12.8,12.8,12.0,11.2,48.8,MEDIUM,MEDIUM,MEDIUM,MEDIUM,N,27.0,25.0
2026-06-16 16:00,16,0,1,-0.866,-0.5,0.7818,0.6235,0,0,1,Clear,1.0,12.8,12.8,12.0,11.2,18.5,106.4,18.4,86.3,4.1,23.4,4.0,19.0,50.5,LOW,HIGH,LOW,HIGH,S,28.5,23.5
2026-06-16 16:15,16,15,1,-0.8969,-0.4423,0.7818,0.6235,0,0,1,Clear,1.0,4.1,23.4,4.0,19.0,17.2,109.1,17.8,81.3,3.8,24.0,3.9,17.9,49.6,LOW,VERY_HIGH,LOW,HIGH,S,29.5,22.5
2026-06-16 16:30,16,30,1,-0.9239,-0.3827,0.7818,0.6235,0,0,1,Heavy Rain,1.5,3.8,24.0,3.9,17.9,26.5,162.3,27.5,133.2,5.8,35.7,6.0,29.3,76.8,LOW,VERY_HIGH,MEDIUM,VERY_HIGH,S,28.4,23.6
2026-06-16 16:45,16,45,1,-0.9469,-0.3214,0.7818,0.6235,0,0,1,Clear,1.0,5.8,35.7,6.0,29.3,18.0,108.1,17.3,83.0,4.0,23.8,3.8,18.3,49.9,LOW,HIGH,LOW,HIGH,S,29.2,22.8
2026-06-16 17:00,17,0,1,-0.9659,-0.2588,0.7818,0.6235,0,0,1,Clear,1.0,4.0,23.8,3.8,18.3,18.5,127.4,18.7,101.8,4.1,28.0,4.1,22.4,58.6,LOW,VERY_HIGH,LOW,HIGH,S,28.7,23.3
2026-06-16 17:15,17,15,1,-0.9808,-0.1951,0.7818,0.6235,0,0,1,Clear,1.0,4.1,28.0,4.1,22.4,18.0,137.4,18.4,101.3,4.0,30.2,4.0,22.3,60.5,LOW,VERY_HIGH,LOW,HIGH,S,29.7,22.3
2026-06-16 17:30,17,30,1,-0.9914,-0.1305,0.7818,0.6235,0,0,1,Clear,1.0,4.0,30.2,4.0,22.3,17.2,135.8,17.3,103.4,3.8,29.9,3.8,22.7,60.2,LOW,VERY_HIGH,LOW,HIGH,S,29.3,22.7
2026-06-16 17:45,17,45,1,-0.9979,-0.0654,0.7818,0.6235,0,0,1,Rain,1.25,3.8,29.9,3.8,22.7,22.0,173.0,22.0,123.5,4.8,38.1,4.8,27.2,74.9,LOW,VERY_HIGH,LOW,VERY_HIGH,S,30.1,21.9
2026-06-16 18:00,18,0,1,-1.0,-0.0,0.7818,0.6235,0,0,1,Clear,1.0,4.8,38.1,4.8,27.2,17.7,127.8,18.3,97.2,3.9,28.1,4.0,21.4,57.4,LOW,VERY_HIGH,LOW,HIGH,S,29.3,22.7
2026-06-16 18:15,18,15,1,-0.9979,0.0654,0.7818,0.6235,0,0,1,Clear,1.0,3.9,28.1,4.0,21.4,18.6,127.2,17.8,105.0,4.1,28.0,3.9,23.1,59.1,LOW,VERY_HIGH,LOW,HIGH,S,28.4,23.6
2026-06-16 18:30,18,30,1,-0.9914,0.1305,0.7818,0.6235,0,0,1,Clear,1.0,4.1,28.0,3.9,23.1,18.2,126.9,17.7,103.0,4.0,27.9,3.9,22.7,58.5,LOW,VERY_HIGH,LOW,HIGH,S,28.6,23.4
2026-06-16 18:45,18,45,1,-0.9808,0.1951,0.7818,0.6235,0,0,1,Heavy Rain,1.5,4.0,27.9,3.9,22.7,26.5,192.3,28.0,158.2,5.8,42.3,6.2,34.8,89.1,LOW,VERY_HIGH,MEDIUM,VERY_HIGH,S,28.4,23.6
2026-06-16 19:00,19,0,1,-0.9659,0.2588,0.7818,0.6235,0,0,1,Clear,1.0,5.8,42.3,6.2,34.8,17.8,106.4,17.6,86.3,3.9,23.4,3.9,19.0,50.2,LOW,HIGH,LOW,HIGH,S,28.6,23.4
2026-06-16 19:15,19,15,1,-0.9469,0.3214,0.7818,0.6235,0,0,1,Clear,1.0,3.9,23.4,3.9,19.0,17.3,115.2,17.2,86.3,3.8,25.3,3.8,19.0,51.9,LOW,VERY_HIGH,LOW,HIGH,S,29.5,22.5
2026-06-16 19:30,19,30,1,-0.9239,0.3827,0.7818,0.6235,0,0,1,Clear,1.0,3.8,25.3,3.8,19.0,18.2,114.0,17.3,81.3,4.0,25.1,3.8,17.9,50.8,LOW,VERY_HIGH,LOW,HIGH,S,30.1,21.9
